clause_id,clause_text,jurisdiction,clause_type,monthly_rent_bracket,legal_basis,risk_label,label_source,rationale,monthly_rent_bracket_raw,legal_basis_raw,flagged_for_review
DEL-DR-002,The tenant shall receive no copy of the executed agreement until the lease expires.,delhi,documentation,above_3500,general_law,High Risk,synthetic_augmented,Withholding the tenant's copy materially weakens proof of contractual rights.,above_3500,general_law,False
DEL-DR-003,"Any amendment to rent, deposit, or termination terms must be recorded in writing and signed by both parties.",delhi,documentation,above_3500,market_convention,Safe,synthetic_augmented,Written amendments reduce disputes over informal changes.,above_3500,market_convention,False
DEL-DR-004,The landlord may modify any term by sending a unilateral email without tenant acceptance.,delhi,documentation,above_3500,general_law,High Risk,synthetic_augmented,Unilateral modification of material contractual terms undermines mutual consent.,above_3500,general_law,False
DEL-DR-005,"The agreement shall identify the premises, rent, deposit, term, notice rules, and payment method.",delhi,documentation,above_3500,market_convention,Safe,synthetic_augmented,Core commercial terms should be identifiable in the agreement.,above_3500,market_convention,False
DEL-DR-006,The tenant shall sign blank annexures that the landlord may complete later.,delhi,documentation,above_3500,general_law,High Risk,synthetic_augmented,Blank signed documents create a serious alteration and fraud risk.,above_3500,general_law,False
DEL-DR-007,A move-in inventory shall be attached and signed by both parties.,delhi,documentation,above_3500,market_convention,Safe,synthetic_augmented,An inventory is useful evidence for condition and deposit disputes.,above_3500,market_convention,False
DEL-DR-008,The landlord may alter the inventory after possession without tenant acknowledgment.,delhi,documentation,above_3500,general_law,High Risk,synthetic_augmented,Unilateral post-handover alteration of evidence undermines reliability.,above_3500,general_law,False
DEL-DR-009,"For rent of ₹3,500, the agreement shall identify the rent and term while recognizing that DRCA applicability depends on the statutory conditions.",delhi,documentation,le_3500,statutory,Safe,synthetic_augmented,The clause separates contractual documentation from the question of statutory applicability.,le_3500,statutory,False
DEL-DR-010,"For rent of ₹3,500, the agreement states that the Model Tenancy Act automatically governs the tenancy in Delhi.",delhi,documentation,le_3500,statutory,Caution,synthetic_augmented,The Model Tenancy Act is a reference framework unless adopted; it should not be presented as automatically binding Delhi law.,le_3500,statutory,False
DEL-DR-011,"For rent above ₹3,500, the agreement shall not cite the DRCA as the source of a statutory rent cap.",delhi,documentation,above_3500,general_law,Safe,synthetic_augmented,The clause avoids incorrectly extending the DRCA to excluded premises.,above_3500,general_law,False
DEL-DR-012,The agreement shall include the monthly rent in numeric and written form.,delhi,documentation,above_3500,market_convention,Safe,synthetic_augmented,Dual notation reduces amount disputes.,above_3500,market_convention,False
DEL-DR-013,The agreement shall specify whether the deposit is refundable and the permitted deduction categories.,delhi,documentation,above_3500,market_convention,Safe,synthetic_augmented,Explicit deposit treatment reduces ambiguity.,above_3500,market_convention,False
DEL-DR-014,The agreement shall identify the notice method and effective date calculation.,delhi,documentation,above_3500,market_convention,Safe,synthetic_augmented,Clear notice mechanics reduce procedural disputes.,above_3500,market_convention,False
DEL-DR-015,The landlord may keep the original signed agreement and refuse the tenant access to a copy.,delhi,documentation,above_3500,general_law,High Risk,synthetic_augmented,Both parties should have reliable access to the operative agreement.,above_3500,general_law,False
DEL-DR-016,The parties shall record the meter numbers and opening readings at possession.,delhi,documentation,above_3500,market_convention,Safe,synthetic_augmented,Opening records help allocate utility charges accurately.,above_3500,market_convention,False
DEL-DR-017,Any handwritten alteration shall be initialed by both parties.,delhi,documentation,above_3500,market_convention,Safe,synthetic_augmented,Mutual initials create evidence that an alteration was agreed.,above_3500,market_convention,False
DEL-DR-018,A clause may be deleted after signing if the landlord considers it commercially inconvenient.,delhi,documentation,above_3500,general_law,High Risk,synthetic_augmented,Post-signing unilateral deletion undermines contract integrity.,above_3500,general_law,False
DEL-DR-019,The agreement shall specify the correspondence addresses or agreed electronic channels for formal notices.,delhi,documentation,above_3500,market_convention,Safe,synthetic_augmented,Defined notice channels reduce delivery disputes.,above_3500,market_convention,False
DEL-DR-020,The tenant shall acknowledge receipt of a signed copy within three days.,delhi,documentation,above_3500,market_convention,Safe,synthetic_augmented,A short acknowledgment requirement is administrative and clear.,above_3500,market_convention,False
DEL-DR-021,The agreement shall include a schedule distinguishing rent from refundable deposit and reimbursable charges.,delhi,documentation,above_3500,market_convention,Safe,synthetic_augmented,A payment schedule helps prevent category confusion.,above_3500,market_convention,False
DEL-DR-022,The parties may amend the agreement through a signed addendum without rewriting the entire lease.,delhi,documentation,above_3500,market_convention,Safe,synthetic_augmented,A signed addendum is a practical way to document changes.,above_3500,market_convention,False
DEL-DR-023,The landlord may replace the entire agreement with a new version without tenant consent.,delhi,documentation,above_3500,general_law,High Risk,synthetic_augmented,Replacing a contract unilaterally is inconsistent with mutual contractual consent.,above_3500,general_law,False
DEL-DR-024,The agreement shall state the date of possession separately from the date of signature.,delhi,documentation,above_3500,market_convention,Safe,synthetic_augmented,Separating execution and possession dates improves timeline accuracy.,above_3500,market_convention,False
DEL-DR-025,"The tenant shall retain copies of payment records, notices, inventories, and signed amendments.",delhi,documentation,above_3500,market_convention,Safe,synthetic_augmented,Record retention supports both parties in later disputes.,above_3500,market_convention,False
DEL-DS-001,The parties shall first exchange a written statement of the dispute and attempt good-faith resolution within 15 days.,delhi,dispute_resolution,above_3500,market_convention,Safe,synthetic_augmented,A short written pre-dispute step can resolve simple disagreements without preventing later remedies.,above_3500,market_convention,False
DEL-DS-002,Any dispute shall be decided solely by the landlord.,delhi,dispute_resolution,above_3500,general_law,High Risk,synthetic_augmented,Giving one party unilateral adjudicatory power is fundamentally unbalanced.,above_3500,general_law,False
DEL-DS-003,The parties may use mediation before pursuing other remedies where appropriate.,delhi,dispute_resolution,above_3500,market_convention,Safe,synthetic_augmented,Mediation can reduce cost and preserve the relationship without eliminating legal remedies.,above_3500,market_convention,False
DEL-DS-004,The tenant waives all rights to approach a court or competent authority regarding the tenancy.,delhi,dispute_resolution,above_3500,general_law,High Risk,synthetic_augmented,A blanket waiver of lawful remedies is excessively broad.,above_3500,general_law,False
